NUMBER;DRIVER_NUMBER;LAP_NUMBER;LAP_TIME;LAP_IMPROVEMENT;CROSSING_FINISH_LINE_IN_PIT;S1;S1_IMPROVEMENT;S2;S2_IMPROVEMENT;S3;S3_IMPROVEMENT;KPH;ELAPSED;HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS
45;3;47;2:55.086;0;;1:05.907;0;55.605;0;53.574;0;119.1;1:52:39.129;17:52:10.393;1:05.907;0:55.605;0:53.574;102;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;65.907;55.605;53.574
45;3;48;1:49.637;0;;35.021;0;37.295;0;37.321;0;190.2;1:54:28.766;17:54:00.030;0:35.021;0:37.295;0:37.321;253;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;35.021;37.295;37.321
45;3;49;1:49.113;0;;34.477;0;37.417;0;37.219;0;191.1;1:56:17.879;17:55:49.143;0:34.477;0:37.417;0:37.219;273;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.477;37.417;37.219
45;3;50;1:48.524;0;;34.264;0;36.984;0;37.276;0;192.2;1:58:06.403;17:57:37.667;0:34.264;0:36.984;0:37.276;273;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.264;36.984;37.276
45;3;51;1:49.579;0;;34.951;0;37.607;0;37.021;0;190.3;1:59:55.982;17:59:27.246;0:34.951;0:37.607;0:37.021;272;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.951;37.607;37.021
45;3;52;1:48.556;0;;34.260;0;37.207;0;37.089;0;192.1;2:01:44.538;18:01:15.802;0:34.260;0:37.207;0:37.089;273;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.260;37.207;37.089
45;3;53;1:47.603;0;;34.098;0;36.716;0;36.789;0;193.8;2:03:32.141;18:03:03.405;0:34.098;0:36.716;0:36.789;271;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.098;36.716;36.789
45;3;54;1:48.398;0;;34.066;0;37.343;0;36.989;0;192.4;2:05:20.539;18:04:51.803;0:34.066;0:37.343;0:36.989;271;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.066;37.343;36.989
45;3;55;1:48.454;0;B;34.128;0;36.818;0;37.508;0;192.3;2:07:08.993;18:06:40.257;0:34.128;0:36.818;0:37.508;271;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.128;36.818;37.508
45;3;56;1:47.763;0;;34.558;0;36.619;0;36.586;0;193.5;2:08:56.756;18:08:28.020;0:34.558;0:36.619;0:36.586;262;Perel;;GT3;;Rinaldi Racing;Ferrari;GF;34.558;36.619;36.586
45;2;57;1:54.021;0;;33.981;1;36.423;0;43.617;0;182.9;2:10:50.777;18:10:22.041;0:33.981;0:36.423;0:43.617;;Medler;;GT3;;Rinaldi Racing;Ferrari;GF;33.981;36.423;43.617
45;1;58;3:08.465;0;;1:52.406;0;37.970;0;38.089;0;110.7;2:13:59.242;18:13:30.506;1:52.406;0:37.970;0:38.089;203;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;112.406;37.970;38.089
45;1;59;1:50.401;0;;35.489;0;37.777;0;37.135;0;188.9;2:15:49.643;18:15:20.907;0:35.489;0:37.777;0:37.135;255;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;35.489;37.777;37.135
45;1;60;1:48.401;0;;34.358;0;37.104;0;36.939;0;192.4;2:17:38.044;18:17:09.308;0:34.358;0:37.104;0:36.939;269;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.358;37.104;36.939
45;1;61;1:47.933;0;;34.358;0;36.820;0;36.755;0;193.2;2:19:25.977;18:18:57.241;0:34.358;0:36.820;0:36.755;267;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.358;36.820;36.755
45;1;62;1:49.799;0;;34.244;0;38.445;0;37.110;0;189.9;2:21:15.776;18:20:47.040;0:34.244;0:38.445;0:37.110;267;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.244;38.445;37.110
45;1;63;1:47.745;0;;34.232;0;36.683;0;36.830;0;193.6;2:23:03.521;18:22:34.785;0:34.232;0:36.683;0:36.830;270;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.232;36.683;36.830
45;1;64;1:47.602;0;;34.030;0;36.902;0;36.670;0;193.8;2:24:51.123;18:24:22.387;0:34.030;0:36.902;0:36.670;269;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.030;36.902;36.670
45;1;65;1:47.753;0;;34.219;0;36.763;0;36.771;0;193.5;2:26:38.876;18:26:10.140;0:34.219;0:36.763;0:36.771;271;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.219;36.763;36.771
45;1;66;1:48.560;0;;34.067;0;37.526;0;36.967;0;192.1;2:28:27.436;18:27:58.700;0:34.067;0:37.526;0:36.967;271;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.067;37.526;36.967
45;1;67;1:47.619;0;;34.184;0;36.638;0;36.797;0;193.8;2:30:15.055;18:29:46.319;0:34.184;0:36.638;0:36.797;270;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.184;36.638;36.797
45;1;68;1:47.481;0;;34.091;0;36.687;0;36.703;0;194.0;2:32:02.536;18:31:33.800;0:34.091;0:36.687;0:36.703;269;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.091;36.687;36.703
45;1;69;1:48.390;0;;34.165;0;36.884;0;37.341;0;192.4;2:33:50.926;18:33:22.190;0:34.165;0:36.884;0:37.341;269;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.165;36.884;37.341
45;1;70;1:48.827;0;;35.022;0;37.022;0;36.783;0;191.6;2:35:39.753;18:35:11.017;0:35.022;0:37.022;0:36.783;255;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;35.022;37.022;36.783
45;1;71;1:56.291;0;;34.193;0;42.309;0;39.789;0;179.3;2:37:36.044;18:37:07.308;0:34.193;0:42.309;0:39.789;269;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;34.193;42.309;39.789
45;1;72;3:23.953;0;;34.993;0;1:16.549;0;1:32.411;0;102.3;2:40:59.997;18:40:31.261;0:34.993;1:16.549;1:32.411;272;Duran;;GT3;;Rinaldi Racing;Ferrari;FCY;34.993;76.549;92.411
45;1;73;4:20.983;0;;1:26.818;0;1:21.745;0;1:32.420;0;79.9;2:45:20.980;18:44:52.244;1:26.818;1:21.745;1:32.420;78;Duran;;GT3;;Rinaldi Racing;Ferrari;FCY;86.818;81.745;92.420
45;1;74;3:41.959;0;;1:27.495;0;1:22.391;0;52.073;0;94.0;2:49:02.939;18:48:34.203;1:27.495;1:22.391;0:52.073;78;Duran;;GT3;;Rinaldi Racing;Ferrari;SC;87.495;82.391;52.073
45;1;75;1:55.994;0;;38.027;0;38.469;0;39.498;0;179.8;2:50:58.933;18:50:30.197;0:38.027;0:38.469;0:39.498;213;Duran;;GT3;;Rinaldi Racing;Ferrari;SC;38.027;38.469;39.498
45;1;76;2:14.265;0;;41.437;0;48.704;0;44.124;0;155.3;2:53:13.198;18:52:44.462;0:41.437;0:48.704;0:44.124;260;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;41.437;48.704;44.124
45;1;77;1:53.266;0;;35.842;0;39.315;0;38.109;0;184.1;2:55:06.464;18:54:37.728;0:35.842;0:39.315;0:38.109;269;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;35.842;39.315;38.109
45;1;78;2:06.721;0;;36.557;0;48.533;0;41.631;0;164.6;2:57:13.185;18:56:44.449;0:36.557;0:48.533;0:41.631;258;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;36.557;48.533;41.631
45;1;79;4:09.524;0;;1:31.995;0;1:25.332;0;1:12.197;0;83.6;3:01:22.709;19:00:53.973;1:31.995;1:25.332;1:12.197;24;Duran;;GT3;;Rinaldi Racing;Ferrari;GF;91.995;85.332;72.197
46;3;1;2:24.690;1;;40.800;1;37.912;1;1:05.978;1;144.1;2:24.690;16:01:55.954;0:40.800;0:37.912;1:05.978;199;Rossi;;GT3;;Team WRT;BMW;SC;40.800;37.912;65.978
46;3;2;4:22.851;0;;1:46.228;0;1:19.373;0;1:17.250;0;79.3;6:47.541;16:06:18.805;1:46.228;1:19.373;1:17.250;47;Rossi;;GT3;;Team WRT;BMW;SC;106.228;79.373;77.250
46;3;3;3:30.314;0;;1:24.552;0;1:00.418;0;1:05.344;1;99.2;10:17.855;16:09:49.119;1:24.552;1:00.418;1:05.344;;Rossi;;GT3;;Team WRT;BMW;SC;84.552;60.418;65.344
48;3;1;2:23.234;1;;38.642;1;38.546;1;1:06.046;1;145.6;2:23.234;16:01:54.498;0:38.642;0:38.546;1:06.046;221;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;38.642;38.546;66.046
48;3;2;4:22.507;0;;1:46.387;0;1:18.568;0;1:17.552;0;79.4;6:45.741;16:06:17.005;1:46.387;1:18.568;1:17.552;51;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;106.387;78.568;77.552
48;3;3;3:26.809;0;;1:24.797;0;1:00.115;0;1:01.897;1;100.8;10:12.550;16:09:43.814;1:24.797;1:00.115;1:01.897;86;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;84.797;60.115;61.897
48;3;4;2:53.056;0;;1:06.975;0;52.414;0;53.667;1;120.5;13:05.606;16:12:36.870;1:06.975;0:52.414;0:53.667;115;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;66.975;52.414;53.667
48;3;5;2:38.700;0;;49.892;0;49.969;0;58.839;0;131.4;15:44.306;16:15:15.570;0:49.892;0:49.969;0:58.839;119;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;49.892;49.969;58.839
48;3;6;2:51.329;0;;1:00.421;0;56.802;0;54.106;0;121.7;18:35.635;16:18:06.899;1:00.421;0:56.802;0:54.106;146;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;60.421;56.802;54.106
48;3;7;1:49.625;1;;35.206;1;37.217;1;37.202;1;190.2;20:25.260;16:19:56.524;0:35.206;0:37.217;0:37.202;264;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;35.206;37.217;37.202
48;3;8;1:48.779;1;;34.674;1;37.086;1;37.019;1;191.7;22:14.039;16:21:45.303;0:34.674;0:37.086;0:37.019;265;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.674;37.086;37.019
48;3;9;1:48.191;1;;34.533;1;36.808;1;36.850;1;192.8;24:02.230;16:23:33.494;0:34.533;0:36.808;0:36.850;266;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.533;36.808;36.850
48;3;10;1:47.832;1;;34.460;1;36.669;1;36.703;1;193.4;25:50.062;16:25:21.326;0:34.460;0:36.669;0:36.703;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.460;36.669;36.703
48;3;11;1:47.399;1;;34.314;1;36.528;1;36.557;1;194.2;27:37.461;16:27:08.725;0:34.314;0:36.528;0:36.557;266;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.314;36.528;36.557
48;3;12;1:47.343;1;;34.254;1;36.531;0;36.558;0;194.3;29:24.804;16:28:56.068;0:34.254;0:36.531;0:36.558;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.254;36.531;36.558
48;3;13;1:47.261;1;;34.322;0;36.415;1;36.524;1;194.4;31:12.065;16:30:43.329;0:34.322;0:36.415;0:36.524;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.322;36.415;36.524
48;3;14;1:47.145;1;;34.300;0;36.289;1;36.556;0;194.6;32:59.210;16:32:30.474;0:34.300;0:36.289;0:36.556;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.300;36.289;36.556
48;3;15;1:47.295;0;;34.254;0;36.499;0;36.542;0;194.4;34:46.505;16:34:17.769;0:34.254;0:36.499;0:36.542;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.254;36.499;36.542
48;3;16;1:47.147;0;;34.163;1;36.416;0;36.568;0;194.6;36:33.652;16:36:04.916;0:34.163;0:36.416;0:36.568;268;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.163;36.416;36.568
48;3;17;1:47.361;0;;34.259;0;36.565;0;36.537;0;194.2;38:21.013;16:37:52.277;0:34.259;0:36.565;0:36.537;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.259;36.565;36.537
48;3;18;1:47.218;0;;34.231;0;36.523;0;36.464;1;194.5;40:08.231;16:39:39.495;0:34.231;0:36.523;0:36.464;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.231;36.523;36.464
48;3;19;1:47.005;1;;34.163;0;36.407;0;36.435;1;194.9;41:55.236;16:41:26.500;0:34.163;0:36.407;0:36.435;268;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.163;36.407;36.435
48;3;20;1:47.054;0;;34.251;0;36.324;0;36.479;0;194.8;43:42.290;16:43:13.554;0:34.251;0:36.324;0:36.479;267;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.251;36.324;36.479
48;3;21;1:46.900;1;;34.196;0;36.360;0;36.344;1;195.1;45:29.190;16:45:00.454;0:34.196;0:36.360;0:36.344;268;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.196;36.360;36.344
48;3;22;1:46.815;1;;34.168;0;36.316;0;36.331;1;195.2;47:16.005;16:46:47.269;0:34.168;0:36.316;0:36.331;266;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.168;36.316;36.331
48;3;23;1:46.838;0;;34.233;0;36.304;0;36.301;1;195.2;49:02.843;16:48:34.107;0:34.233;0:36.304;0:36.301;265;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.233;36.304;36.301
48;3;24;3:05.477;0;;34.167;0;58.893;0;1:32.417;0;112.4;52:08.320;16:51:39.584;0:34.167;0:58.893;1:32.417;265;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;34.167;58.893;92.417
48;3;25;4:23.727;0;;1:26.569;0;1:21.970;0;1:35.188;0;79.1;56:32.047;16:56:03.311;1:26.569;1:21.970;1:35.188;;Engel;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;86.569;81.970;95.188
48;2;26;5:24.553;0;;2:29.109;0;1:22.427;0;1:33.017;0;64.3;1:01:56.600;17:01:27.864;2:29.109;1:22.427;1:33.017;78;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;149.109;82.427;93.017
48;2;27;3:50.392;0;B;1:26.759;0;1:16.311;0;1:07.322;0;90.5;1:05:46.992;17:05:18.256;1:26.759;1:16.311;1:07.322;78;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;86.759;76.311;67.322
48;2;28;2:51.926;0;;1:05.423;0;53.016;0;53.487;0;121.3;1:08:38.918;17:08:10.182;1:05.423;0:53.016;0:53.487;106;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;65.423;53.016;53.487
48;2;29;1:48.550;0;;34.733;0;36.831;0;36.986;0;192.1;1:10:27.468;17:09:58.732;0:34.733;0:36.831;0:36.986;264;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.733;36.831;36.986
48;2;30;1:48.120;0;;34.610;0;36.706;0;36.804;0;192.9;1:12:15.588;17:11:46.852;0:34.610;0:36.706;0:36.804;263;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.610;36.706;36.804
48;2;31;1:47.989;0;;34.652;0;36.538;0;36.799;0;193.1;1:14:03.577;17:13:34.841;0:34.652;0:36.538;0:36.799;264;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.652;36.538;36.799
48;2;32;1:47.723;0;B;34.432;0;36.596;0;36.695;0;193.6;1:15:51.300;17:15:22.564;0:34.432;0:36.596;0:36.695;264;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.432;36.596;36.695
48;2;33;1:47.608;0;;34.449;0;36.591;0;36.568;0;193.8;1:17:38.908;17:17:10.172;0:34.449;0:36.591;0:36.568;265;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.449;36.591;36.568
48;2;34;1:52.123;0;;34.427;0;36.633;0;41.063;0;186.0;1:19:31.031;17:19:02.295;0:34.427;0:36.633;0:41.063;266;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;34.427;36.633;41.063
48;2;35;2:29.667;0;;1:15.846;0;37.079;0;36.742;0;139.3;1:22:00.698;17:21:31.962;1:15.846;0:37.079;0:36.742;78;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;75.846;37.079;36.742
48;2;36;1:47.703;0;;34.378;0;36.623;0;36.702;0;193.6;1:23:48.401;17:23:19.665;0:34.378;0:36.623;0:36.702;265;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.378;36.623;36.702
48;2;37;1:47.637;0;;34.349;0;36.619;0;36.669;0;193.8;1:25:36.038;17:25:07.302;0:34.349;0:36.619;0:36.669;264;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.349;36.619;36.669
48;2;38;1:47.492;0;;34.269;0;36.586;0;36.637;0;194.0;1:27:23.530;17:26:54.794;0:34.269;0:36.586;0:36.637;267;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.269;36.586;36.637
48;2;39;1:47.169;0;;34.310;0;36.370;0;36.489;0;194.6;1:29:10.699;17:28:41.963;0:34.310;0:36.370;0:36.489;265;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.310;36.370;36.489
48;2;40;1:47.176;0;;34.294;0;36.398;0;36.484;0;194.6;1:30:57.875;17:30:29.139;0:34.294;0:36.398;0:36.484;265;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.294;36.398;36.484
48;2;41;1:47.169;0;;34.236;0;36.351;0;36.582;0;194.6;1:32:45.044;17:32:16.308;0:34.236;0:36.351;0:36.582;267;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.236;36.351;36.582
48;2;42;1:47.202;0;;34.151;1;36.499;0;36.552;0;194.5;1:34:32.246;17:34:03.510;0:34.151;0:36.499;0:36.552;268;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.151;36.499;36.552
48;2;43;3:07.315;0;;34.256;0;1:00.286;0;1:32.773;0;111.3;1:37:39.561;17:37:10.825;0:34.256;1:00.286;1:32.773;266;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;34.256;60.286;92.773
48;2;44;4:21.555;0;;1:26.617;0;1:22.148;0;1:32.790;0;79.7;1:42:01.116;17:41:32.380;1:26.617;1:22.148;1:32.790;78;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;86.617;82.148;92.790
48;2;45;4:20.959;0;;1:27.294;0;1:22.207;0;1:31.458;0;79.9;1:46:22.075;17:45:53.339;1:27.294;1:22.207;1:31.458;;Stolz;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;87.294;82.207;91.458
48;1;46;3:38.693;0;;1:50.037;0;42.098;0;1:06.558;0;95.4;1:50:00.768;17:49:32.032;1:50.037;0:42.098;1:06.558;202;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;SC;110.037;42.098;66.558
48;1;47;2:47.757;0;;1:06.235;0;54.827;0;46.695;0;124.3;1:52:48.525;17:52:19.789;1:06.235;0:54.827;0:46.695;51;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;66.235;54.827;46.695
48;1;48;1:49.156;0;;34.602;0;37.675;0;36.879;0;191.1;1:54:37.681;17:54:08.945;0:34.602;0:37.675;0:36.879;267;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.602;37.675;36.879
48;1;49;1:50.118;0;;34.780;0;38.243;0;37.095;0;189.4;1:56:27.799;17:55:59.063;0:34.780;0:38.243;0:37.095;270;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.780;38.243;37.095
48;1;50;1:49.158;0;;34.743;0;37.265;0;37.150;0;191.1;1:58:16.957;17:57:48.221;0:34.743;0:37.265;0:37.150;274;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.743;37.265;37.150
48;1;51;1:49.257;0;;34.329;0;37.769;0;37.159;0;190.9;2:00:06.214;17:59:37.478;0:34.329;0:37.769;0:37.159;271;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.329;37.769;37.159
48;1;52;1:48.164;0;;34.219;0;36.814;0;37.131;0;192.8;2:01:54.378;18:01:25.642;0:34.219;0:36.814;0:37.131;271;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.219;36.814;37.131
48;1;53;1:48.371;0;;34.441;0;36.965;0;36.965;0;192.4;2:03:42.749;18:03:14.013;0:34.441;0:36.965;0:36.965;271;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.441;36.965;36.965
48;1;54;1:48.278;0;;34.517;0;36.944;0;36.817;0;192.6;2:05:31.027;18:05:02.291;0:34.517;0:36.944;0:36.817;263;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.517;36.944;36.817
48;1;55;1:49.442;0;;34.665;0;36.536;0;38.241;0;190.6;2:07:20.469;18:06:51.733;0:34.665;0:36.536;0:38.241;270;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.665;36.536;38.241
48;1;56;1:50.265;0;;36.376;0;36.965;0;36.924;0;189.1;2:09:10.734;18:08:41.998;0:36.376;0:36.965;0:36.924;273;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;36.376;36.965;36.924
48;1;57;1:48.695;0;B;34.617;0;37.268;0;36.810;0;191.9;2:10:59.429;18:10:30.693;0:34.617;0:37.268;0:36.810;263;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.617;37.268;36.810
48;1;58;1:48.230;0;;34.172;0;36.833;0;37.225;0;192.7;2:12:47.659;18:12:18.923;0:34.172;0:36.833;0:37.225;271;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.172;36.833;37.225
48;1;59;1:48.945;0;;34.702;0;37.126;0;37.117;0;191.4;2:14:36.604;18:14:07.868;0:34.702;0:37.126;0:37.117;257;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.702;37.126;37.117
48;1;60;1:49.249;0;;34.407;0;36.760;0;38.082;0;190.9;2:16:25.853;18:15:57.117;0:34.407;0:36.760;0:38.082;269;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.407;36.760;38.082
48;1;61;1:46.911;0;;34.216;0;36.309;0;36.386;0;195.1;2:18:12.764;18:17:44.028;0:34.216;0:36.309;0:36.386;267;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.216;36.309;36.386
48;1;62;1:46.944;0;;34.227;0;36.352;0;36.365;0;195.0;2:19:59.708;18:19:30.972;0:34.227;0:36.352;0:36.365;268;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.227;36.352;36.365
48;1;63;1:47.325;0;;34.128;1;36.484;0;36.713;0;194.3;2:21:47.033;18:21:18.297;0:34.128;0:36.484;0:36.713;267;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.128;36.484;36.713
48;1;64;1:46.723;1;;34.084;1;36.289;0;36.350;0;195.4;2:23:33.756;18:23:05.020;0:34.084;0:36.289;0:36.350;268;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.084;36.289;36.350
48;1;65;1:47.209;0;;34.142;0;36.378;0;36.689;0;194.5;2:25:20.965;18:24:52.229;0:34.142;0:36.378;0:36.689;268;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.142;36.378;36.689
48;1;66;1:47.163;0;;34.198;0;36.406;0;36.559;0;194.6;2:27:08.128;18:26:39.392;0:34.198;0:36.406;0:36.559;268;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.198;36.406;36.559
48;1;67;1:46.676;1;;34.101;0;36.233;1;36.342;0;195.5;2:28:54.804;18:28:26.068;0:34.101;0:36.233;0:36.342;269;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.101;36.233;36.342
48;1;68;1:46.487;1;;33.999;1;36.184;1;36.304;0;195.8;2:30:41.291;18:30:12.555;0:33.999;0:36.184;0:36.304;270;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;33.999;36.184;36.304
48;1;69;1:46.445;1;;33.892;1;36.167;1;36.386;0;195.9;2:32:27.736;18:31:59.000;0:33.892;0:36.167;0:36.386;270;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;33.892;36.167;36.386
48;1;70;1:46.809;0;;34.137;0;36.464;0;36.208;1;195.3;2:34:14.545;18:33:45.809;0:34.137;0:36.464;0:36.208;269;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.137;36.464;36.208
48;1;71;1:47.038;0;;34.005;0;36.470;0;36.563;0;194.8;2:36:01.583;18:35:32.847;0:34.005;0:36.470;0:36.563;270;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;34.005;36.470;36.563
48;1;72;1:50.259;0;;33.850;1;38.216;0;38.193;0;189.1;2:37:51.842;18:37:23.106;0:33.850;0:38.216;0:38.193;272;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;GF;33.850;38.216;38.193
48;1;73;3:53.888;0;;56.593;0;1:21.983;0;1:35.312;0;89.2;2:41:45.730;18:41:16.994;0:56.593;1:21.983;1:35.312;;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;56.593;81.983;95.312
48;1;74;5:36.005;0;;2:41.237;0;1:22.068;0;1:32.700;0;62.1;2:47:21.735;18:46:52.999;2:41.237;1:22.068;1:32.700;78;Auer;;GT3;;Mercedes-AMG Team MANN-FILTER;Mercedes-AMG;FCY;161.237;82.068;92.700
